employee_id,name,department,level,city,age,years_at_company,salary,bonus,total_comp,performance_score,remote_ratio,overtime_hours,training_hours,fte
EMP00614,Andrei Dumitru,Engineering,Lead,Oradea,43,14,44991.0,4502.0,49493.0,4.16,57,6,35,1.0
EMP00615,Calin Petrescu,Engineering,Senior,Bucharest,36,6,36369.0,1754.0,38123.0,3.38,87,6,25,1.0
EMP00616,Gabriel Luca,Engineering,Senior,Cluj-Napoca,49,10,19263.0,1546.0,20809.0,3.3,54,4,21,1.0
EMP00617,Ana Matei,Sales,Mid,Ploiesti,36,7,17015.0,1106.0,18121.0,2.94,48,10,22,1.0
EMP00618,Elena Popescu,Product,Senior,Bucharest,34,13,15667.0,0.0,15667.0,3.27,77,7,28,1.0
EMP00619,Radu Matei,Sales,Mid,Constanta,35,3,19678.0,417.0,20095.0,3.43,20,5,39,1.0
EMP00620,Radu Marin,Data,Senior,Bucharest,34,12,16769.0,1535.0,18304.0,3.23,58,4,40,1.0
EMP00621,Calin Dobre,Operations,Junior,Cluj-Napoca,24,0,7337.0,282.0,7619.0,3.53,27,3,23,1.0
EMP00622,Laura Luca,Engineering,Senior,Brasov,47,6,23275.0,2447.0,25722.0,3.96,46,5,11,1.0
EMP00623,Radu Marin,Sales,Mid,Brasov,32,5,13673.0,1252.0,14925.0,4.1,39,12,32,1.0
EMP00624,Ana Luca,Sales,Junior,Iasi,29,4,15432.0,1351.0,16783.0,3.72,66,13,29,1.0
EMP00625,Bianca Marin,R&D,Lead,Oradea,33,12,18659.0,3051.0,21710.0,4.52,57,8,27,1.0
EMP00626,Vlad Stoica,Sales,Senior,Cluj-Napoca,48,8,19897.0,2291.0,22188.0,3.37,40,5,21,1.0
EMP00627,Ioana Vasilescu,Marketing,Mid,Sibiu,28,4,8596.0,0.0,8596.0,3.79,64,8,27,1.0
EMP00628,Andrei Petrescu,Finance,Mid,Remote,34,2,16268.0,1217.0,17485.0,3.38,11,3,40,1.0
EMP00629,Andrei Petrescu,Customer Success,Mid,Oradea,38,9,11620.0,139.0,11759.0,3.89,45,6,40,1.0
EMP00630,Mihai Dumitru,Engineering,Senior,Sibiu,44,10,17854.0,1504.0,19358.0,3.64,80,2,18,1.0
EMP00631,Alex Enache,Engineering,Lead,Sibiu,51,6,36635.0,2841.0,39476.0,2.91,68,0,28,0.6
EMP00632,Ioana Luca,Operations,Junior,Bucharest,29,4,10560.0,862.0,11422.0,4.13,11,6,30,1.0
EMP00633,Vlad Stoica,Finance,Mid,Galati,31,7,14177.0,1002.0,15179.0,3.53,22,1,44,1.0
EMP00634,Andrei Marin,Data,Mid,Sibiu,37,4,22849.0,1481.0,24330.0,4.07,59,8,24,1.0
EMP00635,Bianca Voicu,Engineering,Senior,Oradea,31,10,25072.0,1064.0,26136.0,3.69,34,8,20,1.0
EMP00636,Vlad Stoica,Engineering,Junior,Iasi,27,1,10277.0,235.0,10512.0,3.64,77,1,30,1.0
EMP00637,Radu Dumitru,Data,Lead,Ploiesti,39,18,21197.0,1894.0,23091.0,3.68,60,1,26,1.0
EMP00638,Mihai Stoica,Security,Junior,Bucharest,30,0,14337.0,1705.0,16042.0,3.72,73,6,28,1.0
EMP00639,Radu Dobre,Marketing,Mid,Oradea,34,4,11748.0,801.0,12549.0,3.36,52,3,13,1.0
EMP00640,Denis Stan,Data,Junior,Iasi,23,2,13182.0,1431.0,14613.0,3.54,79,4,41,1.0
EMP00641,Andrei Dobre,Operations,Mid,Constanta,30,4,7667.0,834.0,8501.0,4.09,22,3,29,1.0
EMP00642,Stefan Stan,HR,Junior,Craiova,27,2,10088.0,1123.0,11211.0,3.8,51,8,23,1.0
EMP00643,Iulia Ionescu,Operations,Mid,Pitesti,31,4,11427.0,882.0,12309.0,3.3,8,3,39,0.7
EMP00644,Teodora Popescu,Sales,Junior,Brasov,31,3,9576.0,539.0,10115.0,3.81,42,6,36,1.0
EMP00645,Daniela Ilie,R&D,Lead,Sibiu,57,15,46812.0,2955.0,49767.0,3.75,85,3,24,1.0
EMP00646,Stefan Vasilescu,Data,Mid,Bucharest,36,7,18613.0,1130.0,19743.0,3.62,42,2,10,1.0
EMP00647,Cristian Popescu,Marketing,Mid,Timisoara,32,4,15076.0,1024.0,16100.0,4.86,72,4,24,1.0
EMP00648,Stefan Stan,Data,Junior,Bucharest,26,2,20088.0,2907.0,22995.0,3.55,82,0,21,1.0
EMP00649,Stefan Luca,Engineering,Lead,Bucharest,45,15,47213.0,2799.0,50012.0,3.08,66,1,19,1.0
EMP00650,Calin Enache,Business Intelligence,Mid,Sibiu,34,7,14406.0,955.0,15361.0,3.98,17,4,31,1.0
EMP00651,Vlad Marin,Data,Mid,Brasov,35,5,13364.0,654.0,14018.0,4.43,48,6,25,1.0
EMP00652,Denis Ionescu,Product,Junior,Pitesti,29,3,9179.0,718.0,9897.0,3.15,79,1,35,1.0
EMP00653,Mirela Stoica,Engineering,Senior,Timisoara,39,16,27452.0,4863.0,32315.0,3.04,81,1,4,1.0
EMP00654,Radu Ionescu,HR,Senior,Iasi,30,5,9500.0,812.0,10312.0,3.58,28,9,23,1.0
EMP00655,Vlad Ilie,Customer Success,Mid,Iasi,38,6,10684.0,453.0,11137.0,3.82,42,1,18,1.0
EMP00656,Stefan Dobre,Operations,Junior,Brasov,24,3,5214.0,148.0,5362.0,3.98,33,6,24,0.84
EMP00657,Mirela Stoica,Sales,Senior,Cluj-Napoca,49,14,26780.0,3279.0,30059.0,3.82,45,7,22,1.0
EMP00658,Vlad Georgescu,Sales,Lead,Remote,46,15,28095.0,3903.0,31998.0,2.98,46,7,23,0.72
EMP00659,Calin Matei,Procurement,Mid,Pitesti,32,5,12223.0,605.0,12828.0,3.19,17,0,34,1.0
EMP00660,Andrei Voicu,Engineering,Mid,Remote,36,7,18192.0,1707.0,19899.0,3.81,51,6,19,1.0
EMP00661,Radu Stan,Product,Mid,Iasi,32,5,23980.0,339.0,24319.0,3.96,85,4,26,1.0
EMP00662,Cristian Luca,HR,Senior,Iasi,45,6,22032.0,2535.0,24567.0,4.3,45,3,20,1.0
EMP00663,Mihai Matei,Engineering,Junior,Iasi,28,3,20300.0,1061.0,21361.0,3.71,53,5,36,1.0
EMP00664,Bianca Ionescu,Product,Mid,Bucharest,39,6,13426.0,1431.0,14857.0,2.74,90,3,27,1.0
EMP00665,Stefan Vasilescu,Legal,Mid,Iasi,31,3,20248.0,1521.0,21769.0,3.53,45,8,27,1.0
EMP00666,Calin Dumitru,Operations,Mid,Arad,32,9,8941.0,305.0,9246.0,3.26,19,9,29,1.0
EMP00667,Laura Petrescu,Customer Success,Mid,Sibiu,33,7,10128.0,168.0,10296.0,3.42,43,4,30,1.0
EMP00668,Radu Vasilescu,Operations,Mid,Craiova,33,4,8210.0,409.0,8619.0,4.07,9,10,9,1.0
EMP00669,Gabriel Luca,Sales,Lead,Timisoara,44,22,21582.0,1242.0,22824.0,2.5,39,9,13,1.0
EMP00670,Iulia Voicu,Marketing,Lead,Timisoara,55,9,14211.0,1388.0,15599.0,4.41,71,4,21,1.0
EMP00671,Mirela Dobre,Operations,Mid,Ploiesti,40,4,12835.0,702.0,13537.0,2.79,36,7,25,1.0
EMP00672,Calin Stan,Finance,Lead,Bucharest,56,17,26730.0,2626.0,29356.0,4.69,59,5,31,1.0
EMP00673,Andrei Ionescu,Engineering,Junior,Arad,31,0,19797.0,2547.0,22344.0,3.96,83,1,30,1.0
EMP00674,Radu Dumitru,Procurement,Mid,Timisoara,32,9,15252.0,1340.0,16592.0,3.31,4,5,29,1.0
EMP00675,Iulia Dobre,Operations,Mid,Galati,28,7,7905.0,906.0,8811.0,3.63,18,10,32,1.0
EMP00676,Alex Dumitru,Data,Senior,Brasov,29,8,19226.0,1763.0,20989.0,3.14,81,2,38,0.71
EMP00677,Cristian Voicu,Sales,Mid,Brasov,35,5,13055.0,875.0,13930.0,2.83,46,6,39,1.0
EMP00678,Laura Matei,Customer Success,Senior,Timisoara,31,10,15437.0,2015.0,17452.0,3.97,71,0,34,1.0
EMP00679,Mirela Vasilescu,Data,Senior,Timisoara,48,14,27696.0,1871.0,29567.0,4.6,75,3,22,1.0
EMP00680,Calin Ilie,Finance,Senior,Bucharest,49,4,29079.0,4302.0,33381.0,4.09,11,2,23,1.0
EMP00681,Mirela Vasilescu,Operations,Senior,Iasi,39,11,16669.0,1282.0,17951.0,4.4,32,8,30,1.0
EMP00682,Elena Dobre,HR,Mid,Bucharest,35,7,9015.0,677.0,9692.0,3.88,56,2,19,1.0
EMP00683,Bianca Petrescu,Engineering,Junior,Iasi,30,1,11027.0,608.0,11635.0,4.4,59,0,25,1.0
EMP00684,Andrei Petrescu,Engineering,Junior,Iasi,31,0,11422.0,251.0,11673.0,3.56,78,0,22,1.0
EMP00685,Ana Luca,Sales,Junior,Iasi,30,2,13290.0,425.0,13715.0,3.6,27,2,24,1.0
EMP00686,Calin Marin,Operations,Junior,Bucharest,23,2,11661.0,247.0,11908.0,3.77,23,3,31,1.0
EMP00687,Calin Dumitru,Operations,Junior,Remote,22,1,11011.0,323.0,11334.0,3.78,51,8,23,1.0
EMP00688,Daniela Stan,Product,Junior,Brasov,31,4,17102.0,1197.0,18299.0,3.32,93,0,19,1.0
EMP00689,Bianca Enache,Business Intelligence,Senior,Sibiu,33,8,14584.0,1357.0,15941.0,3.39,43,5,37,1.0
EMP00690,Ioana Matei,Marketing,Junior,Iasi,24,0,5558.0,585.0,6143.0,4.36,29,0,16,1.0
EMP00691,Vlad Georgescu,R&D,Senior,Bucharest,43,6,28096.0,4778.0,32874.0,3.66,72,3,20,1.0
EMP00692,Mirela Ionescu,Sales,Junior,Iasi,31,2,8913.0,764.0,9677.0,3.64,35,6,25,1.0
EMP00693,Iulia Dumitru,Legal,Junior,Pitesti,29,1,13818.0,910.0,14728.0,2.87,18,6,42,1.0
EMP00694,Gabriel Dobre,Operations,Senior,Bucharest,49,11,12401.0,1342.0,13743.0,3.39,14,5,48,1.0
EMP00695,Ana Voicu,Customer Success,Senior,Cluj-Napoca,34,5,15972.0,767.0,16739.0,3.72,39,7,27,1.0
EMP00696,Ioana Popescu,Procurement,Junior,Cluj-Napoca,30,0,11299.0,790.0,12089.0,4.35,0,6,14,1.0
EMP00697,Ana Luca,Data,Junior,Cluj-Napoca,28,3,8177.0,514.0,8691.0,4.24,78,0,23,1.0
EMP00698,Calin Luca,Compliance,Mid,Brasov,35,4,16346.0,1014.0,17360.0,3.46,44,8,22,1.0
EMP00699,Cristian Vasilescu,Operations,Lead,Sibiu,50,7,24201.0,3512.0,27713.0,3.06,3,5,8,1.0
EMP00700,Andrei Dumitru,Marketing,Senior,Sibiu,35,11,21836.0,1187.0,23023.0,3.99,53,1,38,1.0
EMP00701,Vlad Petrescu,HR,Mid,Iasi,32,8,11201.0,1335.0,12536.0,4.29,20,2,25,1.0
EMP00702,Andrei Matei,Marketing,Junior,Brasov,29,4,8116.0,559.0,8675.0,3.48,0,0,12,1.0
EMP00703,Andrei Luca,HR,Lead,Cluj-Napoca,46,13,27508.0,3399.0,30907.0,3.42,32,4,28,1.0
EMP00704,Stefan Dumitru,Data,Mid,Bucharest,31,2,13535.0,726.0,14261.0,3.66,35,2,21,1.0
EMP00705,Mirela Popescu,Operations,Senior,Timisoara,34,13,13812.0,971.0,14783.0,4.32,29,9,25,1.0
EMP00706,Gabriel Matei,Operations,Lead,Timisoara,39,7,22562.0,2132.0,24694.0,4.41,17,8,24,1.0
EMP00707,Teodora Marin,HR,Mid,Oradea,25,4,7088.0,343.0,7431.0,4.34,33,8,40,1.0
EMP00708,Mihai Georgescu,Customer Success,Junior,Oradea,24,3,4905.0,200.0,5105.0,3.44,42,8,22,1.0
EMP00709,Stefan Petrescu,Operations,Mid,Bucharest,32,7,16262.0,924.0,17186.0,3.76,3,7,21,0.69
EMP00710,Teodora Vasilescu,Sales,Mid,Iasi,33,9,8882.0,416.0,9298.0,3.2,28,11,20,1.0
EMP00711,Stefan Dumitru,Engineering,Junior,Timisoara,29,2,8317.0,855.0,9172.0,3.87,46,11,4,1.0
EMP00712,Iulia Stoica,Customer Success,Senior,Bucharest,39,12,18038.0,1509.0,19547.0,4.06,49,4,24,1.0
EMP00713,Alex Voicu,Legal,Lead,Sibiu,47,19,35156.0,3964.0,39120.0,3.78,17,2,25,1.0
EMP00714,Teodora Dumitru,Operations,Mid,Bucharest,29,8,19124.0,1959.0,21083.0,4.68,26,4,15,1.0
EMP00715,Monica Marin,Sales,Lead,Bucharest,47,15,16115.0,1447.0,17562.0,3.49,45,11,23,1.0
EMP00716,Ana Enache,Marketing,Mid,Cluj-Napoca,29,3,7780.0,901.0,8681.0,3.44,64,2,17,1.0
EMP00717,Stefan Enache,R&D,Senior,Brasov,33,10,33708.0,2822.0,36530.0,4.01,100,5,30,1.0
EMP00718,Cristian Stan,HR,Junior,Remote,26,0,6376.0,222.0,6598.0,4.06,19,5,26,1.0
EMP00719,Mirela Voicu,Data,Mid,Bucharest,29,7,27469.0,3007.0,30476.0,3.96,23,5,21,1.0
EMP00720,Mihai Ilie,Engineering,Mid,Arad,28,5,11943.0,2067.0,14010.0,3.51,58,0,24,1.0
EMP00721,Vlad Petrescu,Sales,Junior,Ploiesti,24,1,6622.0,295.0,6917.0,3.63,28,5,13,1.0
EMP00722,Cristian Voicu,Compliance,Lead,Cluj-Napoca,45,20,31842.0,3588.0,35430.0,2.88,59,0,30,1.0
EMP00723,Ana Voicu,Marketing,Mid,Constanta,39,9,14333.0,1341.0,15674.0,4.0,50,5,33,0.88
EMP00724,Daniela Marin,Data,Mid,Bucharest,25,4,25485.0,866.0,26351.0,3.49,41,6,37,1.0
EMP00725,Ioana Dobre,Procurement,Senior,Brasov,42,5,19903.0,2066.0,21969.0,3.27,0,5,21,1.0
EMP00726,Laura Vasilescu,R&D,Junior,Iasi,31,1,9729.0,227.0,9956.0,3.59,85,4,21,1.0
EMP00727,Alex Luca,Marketing,Lead,Cluj-Napoca,46,18,25211.0,0.0,25211.0,3.5,48,1,47,1.0
EMP00728,Iulia Dobre,Operations,Senior,Constanta,42,12,14788.0,2092.0,16880.0,3.39,16,2,16,1.0
EMP00729,Elena Petrescu,Product,Junior,Bucharest,25,4,12730.0,306.0,13036.0,3.74,96,0,19,1.0
EMP00730,Daniela Dumitru,Sales,Junior,Timisoara,24,1,9483.0,252.0,9735.0,3.92,63,6,32,1.0
EMP00731,Cristian Stoica,HR,Mid,Craiova,25,4,11958.0,1150.0,13108.0,3.42,41,4,29,1.0
EMP00732,Bianca Voicu,Finance,Junior,Timisoara,28,4,12055.0,1091.0,13146.0,3.46,44,3,22,1.0
EMP00733,Radu Ilie,Engineering,Mid,Craiova,30,3,12356.0,281.0,12637.0,2.54,71,2,35,1.0
EMP00734,Radu Dobre,Product,Mid,Ploiesti,31,6,16054.0,1235.0,17289.0,3.5,85,0,37,1.0
EMP00735,Iulia Dobre,HR,Junior,Bucharest,28,0,10109.0,881.0,10990.0,3.36,58,3,11,1.0
EMP00736,Elena Dumitru,Finance,Senior,Bucharest,30,5,15891.0,1607.0,17498.0,3.9,25,4,23,1.0
EMP00737,Daniela Voicu,Operations,Junior,Bucharest,31,4,6563.0,457.0,7020.0,3.86,15,5,28,1.0
EMP00738,Daniela Dumitru,Finance,Lead,Constanta,35,14,22561.0,383.0,22944.0,3.05,35,5,25,1.0
EMP00739,Denis Ilie,Sales,Junior,Brasov,30,1,13912.0,214.0,14126.0,2.98,54,4,26,0.74
EMP00740,Monica Stan,Engineering,Mid,Remote,34,8,16602.0,1911.0,18513.0,3.81,52,0,22,1.0
EMP00741,Mihai Vasilescu,Sales,Junior,Oradea,26,0,10738.0,334.0,11072.0,4.28,30,6,40,1.0
EMP00742,Elena Voicu,Sales,Junior,Timisoara,26,3,8642.0,599.0,9241.0,3.04,40,10,15,1.0
EMP00743,Cristian Ionescu,Operations,Mid,Timisoara,29,6,10664.0,516.0,11180.0,4.2,34,6,18,1.0
EMP00744,Laura Petrescu,Engineering,Junior,Bucharest,25,3,15736.0,1076.0,16812.0,4.01,62,3,32,1.0
EMP00745,Mirela Stoica,R&D,Mid,Cluj-Napoca,40,6,16106.0,1040.0,17146.0,4.22,40,4,14,1.0
EMP00746,Bianca Stoica,Marketing,Junior,Cluj-Napoca,27,2,13965.0,1742.0,15707.0,3.29,55,7,23,1.0
EMP00747,Ana Dobre,Operations,Junior,Arad,29,0,4873.0,665.0,5538.0,3.11,0,4,31,1.0
EMP00748,Monica Ilie,Operations,Junior,Remote,26,4,8812.0,664.0,9476.0,3.41,11,9,39,1.0
EMP00749,Vlad Petrescu,Product,Mid,Timisoara,35,4,10255.0,586.0,10841.0,3.79,96,2,16,1.0
EMP00750,Daniela Marin,Marketing,Mid,Craiova,35,4,7566.0,368.0,7934.0,3.41,31,6,20,1.0
EMP00751,Mihai Dobre,Compliance,Junior,Cluj-Napoca,25,1,10665.0,696.0,11361.0,2.83,59,0,33,1.0
EMP00752,Stefan Enache,Sales,Junior,Ploiesti,28,0,11277.0,758.0,12035.0,4.9,24,2,17,1.0
EMP00753,Teodora Luca,Operations,Mid,Constanta,35,9,7847.0,210.0,8057.0,3.89,31,8,26,1.0
EMP00754,Elena Luca,Operations,Mid,Iasi,34,5,11112.0,757.0,11869.0,4.51,53,10,7,1.0
EMP00755,Mihai Enache,Finance,Mid,Iasi,33,7,9337.0,734.0,10071.0,3.17,15,7,24,1.0
EMP00756,Ana Voicu,Procurement,Mid,Bucharest,28,7,10701.0,1045.0,11746.0,3.8,5,6,26,0.61
EMP00757,Denis Enache,Marketing,Junior,Cluj-Napoca,28,2,11855.0,933.0,12788.0,3.6,77,0,16,1.0
EMP00758,Teodora Popescu,Business Intelligence,Lead,Arad,36,15,20916.0,3191.0,24107.0,3.44,23,4,16,1.0
EMP00759,Denis Dobre,Marketing,Mid,Iasi,27,6,16405.0,1053.0,17458.0,3.74,76,4,20,0.72
EMP00760,Stefan Georgescu,Engineering,Junior,Ploiesti,22,1,8347.0,187.0,8534.0,3.21,55,4,20,1.0
EMP00761,Daniela Popescu,Data,Junior,Craiova,22,0,15970.0,448.0,16418.0,3.58,100,0,31,1.0
EMP00762,Radu Georgescu,Product,Mid,Brasov,30,4,14578.0,1155.0,15733.0,3.39,40,9,29,1.0
EMP00763,Radu Enache,HR,Mid,Craiova,34,2,9119.0,213.0,9332.0,3.39,35,0,28,1.0
EMP00764,Denis Vasilescu,Operations,Junior,Bucharest,26,1,6202.0,319.0,6521.0,3.83,25,10,25,1.0
EMP00765,Teodora Ionescu,Operations,Senior,Cluj-Napoca,32,11,15181.0,2098.0,17279.0,3.06,56,9,20,1.0
EMP00766,Calin Voicu,Operations,Junior,Sibiu,24,3,9782.0,781.0,10563.0,3.13,0,8,28,0.71
EMP00767,Ana Ilie,Marketing,Junior,Bucharest,27,4,8988.0,288.0,9276.0,3.82,57,9,25,1.0
EMP00768,Gabriel Stan,Finance,Junior,Iasi,24,0,7588.0,424.0,8012.0,2.68,63,6,12,1.0
EMP00769,Vlad Enache,Customer Success,Junior,Bucharest,25,3,11356.0,666.0,12022.0,3.77,42,2,28,0.71
EMP00770,Ioana Stoica,Engineering,Senior,Bucharest,30,9,31649.0,2657.0,34306.0,4.16,97,9,28,1.0
EMP00771,Laura Dobre,Business Intelligence,Junior,Iasi,31,0,12328.0,853.0,13181.0,3.87,65,12,30,1.0
EMP00772,Alex Ilie,Marketing,Junior,Bucharest,22,1,6366.0,296.0,6662.0,4.05,53,0,29,1.0
EMP00773,Cristian Vasilescu,Product,Junior,Sibiu,27,4,10373.0,681.0,11054.0,3.89,68,9,29,1.0
EMP00774,Cristian Voicu,Engineering,Senior,Sibiu,38,7,22400.0,3493.0,25893.0,3.89,57,3,35,1.0
EMP00775,Elena Luca,Business Intelligence,Mid,Brasov,38,9,12501.0,473.0,12974.0,3.34,51,3,33,1.0
EMP00776,Ioana Ilie,Operations,Mid,Bucharest,37,8,19694.0,1415.0,21109.0,4.49,31,10,20,1.0
EMP00777,Andrei Voicu,Customer Success,Mid,Bucharest,26,3,9898.0,1060.0,10958.0,3.98,45,4,21,1.0
EMP00778,Denis Stoica,HR,Senior,Constanta,29,8,10943.0,953.0,11896.0,3.97,28,8,24,1.0
EMP00779,Ioana Georgescu,Operations,Junior,Bucharest,23,2,7014.0,843.0,7857.0,4.29,39,8,26,1.0
EMP00780,Bianca Stoica,Sales,Mid,Timisoara,31,4,16142.0,735.0,16877.0,3.46,29,4,26,1.0
EMP00781,Bianca Marin,Sales,Mid,Bucharest,33,6,17442.0,1717.0,19159.0,3.29,65,11,29,1.0
EMP00782,Teodora Stoica,Compliance,Senior,Bucharest,49,5,17208.0,1969.0,19177.0,3.37,75,3,24,1.0
EMP00783,Laura Luca,Operations,Junior,Brasov,31,4,8441.0,506.0,8947.0,3.46,31,10,22,1.0
EMP00784,Cristian Stan,Sales,Junior,Constanta,23,2,6520.0,325.0,6845.0,4.62,5,8,23,1.0
EMP00785,Denis Voicu,Engineering,Junior,Timisoara,27,4,20178.0,1549.0,21727.0,3.19,62,1,24,1.0
EMP00786,Iulia Stan,Sales,Senior,Sibiu,41,8,19596.0,2037.0,21633.0,4.45,35,4,22,1.0
EMP00787,Teodora Matei,Engineering,Senior,Cluj-Napoca,34,13,18705.0,2122.0,20827.0,4.19,100,5,29,1.0
EMP00788,Iulia Stan,Security,Mid,Iasi,29,7,16870.0,243.0,17113.0,3.78,34,6,27,1.0
EMP00789,Bianca Popescu,Data,Mid,Cluj-Napoca,29,6,25179.0,602.0,25781.0,3.6,53,0,16,1.0
EMP00790,Radu Luca,Data,Junior,Arad,24,3,8542.0,523.0,9065.0,3.52,59,4,26,1.0
EMP00791,Daniela Dobre,Compliance,Mid,Bucharest,32,5,12261.0,821.0,13082.0,3.78,68,12,40,1.0
EMP00792,Gabriel Enache,Product,Junior,Cluj-Napoca,22,1,17604.0,260.0,17864.0,3.69,86,2,16,1.0
EMP00793,Ioana Luca,Customer Success,Junior,Sibiu,22,1,8023.0,344.0,8367.0,3.45,56,6,30,1.0
EMP00794,Andrei Popescu,Sales,Mid,Cluj-Napoca,38,6,11823.0,610.0,12433.0,3.92,11,5,38,1.0
EMP00795,Radu Matei,Sales,Junior,Bucharest,31,1,10105.0,531.0,10636.0,3.25,28,7,30,1.0
EMP00796,Teodora Stoica,Procurement,Junior,Cluj-Napoca,22,1,9487.0,772.0,10259.0,3.87,47,2,27,1.0
EMP00797,Radu Stan,Sales,Mid,Brasov,36,8,10484.0,1189.0,11673.0,4.59,40,9,35,1.0
EMP00798,Vlad Matei,Product,Junior,Timisoara,23,2,15698.0,391.0,16089.0,3.89,53,2,32,1.0
EMP00799,Iulia Georgescu,Data,Junior,Craiova,25,4,13554.0,633.0,14187.0,4.12,83,2,35,1.0
EMP00800,Monica Stan,Procurement,Mid,Bucharest,27,3,9207.0,1016.0,10223.0,3.71,0,9,26,0.88
EMP00801,Vlad Matei,HR,Mid,Oradea,37,7,12459.0,0.0,12459.0,4.53,56,3,26,1.0
EMP00802,Vlad Ionescu,Marketing,Senior,Bucharest,42,6,23927.0,1394.0,25321.0,4.03,42,11,24,1.0
EMP00803,Stefan Ilie,Sales,Junior,Brasov,30,1,14347.0,640.0,14987.0,3.44,36,5,28,1.0
EMP00804,Teodora Stan,Data,Mid,Sibiu,32,2,22404.0,2569.0,24973.0,3.84,73,2,28,1.0
EMP00805,Ana Vasilescu,Marketing,Senior,Bucharest,34,7,15306.0,2494.0,17800.0,2.92,67,0,18,1.0
EMP00806,Alex Popescu,Sales,Senior,Iasi,40,13,21940.0,2262.0,24202.0,4.04,37,2,29,1.0
EMP00807,Daniela Stoica,Sales,Mid,Iasi,32,4,11053.0,777.0,11830.0,3.88,31,11,22,1.0
EMP00808,Daniela Dumitru,HR,Senior,Bucharest,45,7,17828.0,582.0,18410.0,4.06,12,3,26,1.0
EMP00809,Radu Dumitru,Product,Mid,Remote,28,6,20899.0,1614.0,22513.0,3.98,50,4,25,1.0
EMP00810,Ioana Stoica,Sales,Junior,Timisoara,27,2,7952.0,487.0,8439.0,3.13,60,9,25,1.0
EMP00811,Alex Dumitru,Sales,Junior,Constanta,22,1,7219.0,400.0,7619.0,3.5,33,1,34,1.0
EMP00812,Ana Ilie,Compliance,Mid,Sibiu,32,3,8872.0,677.0,9549.0,4.34,63,0,33,1.0
EMP00813,Elena Ionescu,Security,Junior,Cluj-Napoca,29,3,11945.0,894.0,12839.0,3.52,37,1,29,0.77
EMP00814,Teodora Ionescu,Sales,Junior,Constanta,28,0,12245.0,712.0,12957.0,3.63,22,6,34,1.0
EMP00815,Iulia Stan,Operations,Senior,Iasi,29,8,20704.0,2732.0,23436.0,2.9,51,9,19,1.0
EMP00816,Cristian Matei,HR,Mid,Oradea,39,2,6527.0,30.0,6557.0,3.07,43,1,13,1.0
EMP00817,Andrei Voicu,Marketing,Mid,Cluj-Napoca,38,7,18379.0,285.0,18664.0,3.77,54,6,44,1.0
EMP00818,Mirela Petrescu,Finance,Junior,Timisoara,31,2,9978.0,666.0,10644.0,2.6,0,2,21,1.0
EMP00819,Vlad Petrescu,Finance,Junior,Cluj-Napoca,26,1,15929.0,553.0,16482.0,4.08,43,6,27,1.0
EMP00820,Monica Vasilescu,Compliance,Senior,Sibiu,50,9,16715.0,1590.0,18305.0,3.49,12,4,29,1.0
EMP00821,Mirela Petrescu,Finance,Lead,Craiova,42,7,22423.0,2687.0,25110.0,4.13,21,6,39,1.0
EMP00822,Teodora Enache,Sales,Lead,Bucharest,35,14,44493.0,3934.0,48427.0,3.77,0,10,16,1.0
EMP00823,Gabriel Luca,Sales,Mid,Bucharest,39,7,8673.0,262.0,8935.0,3.71,41,1,27,1.0
EMP00824,Monica Matei,Sales,Mid,Remote,34,2,12240.0,1048.0,13288.0,3.31,30,9,27,0.81
EMP00825,Alex Dobre,Finance,Mid,Pitesti,35,9,12794.0,827.0,13621.0,3.71,53,2,33,1.0
EMP00826,Bianca Marin,Finance,Mid,Sibiu,33,2,12777.0,325.0,13102.0,3.74,0,2,25,1.0
EMP00827,Bianca Ilie,HR,Mid,Bucharest,29,8,8426.0,266.0,8692.0,3.47,40,2,23,1.0
EMP00828,Alex Luca,Engineering,Senior,Bucharest,36,15,17197.0,2261.0,19458.0,4.71,75,2,18,1.0
EMP00829,Bianca Stoica,Sales,Senior,Bucharest,34,10,34775.0,3033.0,37808.0,3.71,48,8,24,1.0
EMP00830,Ioana Petrescu,Data,Mid,Craiova,28,7,17360.0,2270.0,19630.0,4.07,80,6,27,1.0
EMP00831,Cristian Stan,Engineering,Senior,Iasi,29,8,28792.0,2870.0,31662.0,2.8,75,7,38,1.0
EMP00832,Teodora Matei,Engineering,Mid,Constanta,33,5,21434.0,0.0,21434.0,3.94,64,6,26,1.0
EMP00833,Ana Stoica,Finance,Junior,Pitesti,26,1,11915.0,1237.0,13152.0,4.05,31,1,21,1.0
EMP00834,Daniela Georgescu,HR,Junior,Timisoara,22,1,11077.0,721.0,11798.0,3.91,41,5,38,1.0
EMP00835,Mihai Enache,Operations,Lead,Oradea,53,18,18422.0,1270.0,19692.0,2.27,65,8,24,0.87
EMP00836,Daniela Dobre,R&D,Lead,Iasi,48,7,44358.0,5118.0,49476.0,4.83,100,0,38,1.0
EMP00837,Bianca Matei,Product,Junior,Bucharest,24,3,9436.0,388.0,9824.0,3.33,38,3,25,1.0
EMP00838,Alex Voicu,Procurement,Mid,Bucharest,30,9,13109.0,574.0,13683.0,3.99,0,2,26,1.0
EMP00839,Calin Stoica,Business Intelligence,Junior,Bucharest,25,1,13248.0,798.0,14046.0,3.34,52,7,31,1.0
EMP00840,Ana Petrescu,Marketing,Mid,Bucharest,38,2,12084.0,656.0,12740.0,4.58,51,2,33,1.0
